Airline ID;Source airport ID;Destination airport ID;Distance
596;1561;1512;318.4
20577;1561;1512;318.4
596;1561;1509;386.01
3463;1561;1509;386.01
2297;1561;1509;386.01
5461;1561;1489;828.19
2297;1561;1423;918.88
20577;1561;1418;1446.02
8745;1561;1386;1278.82
2297;1561;1386;1278.82
137;1561;1382;1289.54
596;1561;1382;1289.54
2297;1561;1382;1289.54
2297;1561;1354;658.36
2822;1561;1218;1023.56
2439;1561;1218;1023.56
5461;1561;671;1128.56
3329;1561;629;1157.99
837;1561;599;2074.2
5039;1561;585;1358.29
5039;1561;580;1461.02
2297;1561;548;1624.63
2297;1561;535;2109.44
1355;1561;502;1592.06
3463;1561;502;1592.06
8745;1561;502;1592.06
2297;1561;502;1592.06
220;1561;492;1654.36
2297;1561;491;1887.23
8745;1561;478;1859.84
5013;1561;478;1859.84
220;1561;478;1859.84
2548;1561;352;1333.43
214;1561;351;1300.21
3463;1561;351;1300.21
2548;1561;350;954.93
214;1561;350;954.93
3463;1561;350;954.93
214;1561;346;853.55
3463;1561;346;853.55
3320;1561;346;853.55
214;1561;345;1292.51
3463;1561;345;1292.51
3320;1561;345;1292.51
2548;1561;344;1238.58
2548;1561;342;1453.08
2297;1561;342;1453.08
330;1561;340;1109.81
3320;1561;340;1109.81
2297;1561;337;1279.34
1531;1561;302;1345.04
2297;1561;302;1345.04
5085;1561;287;569.97
4296;1562;4198;935.85
240;1562;2985;2346.86
596;1562;2985;2346.86
5461;1562;1657;1254.35
4296;1562;1638;1716.71
4296;1562;1606;937.3
240;1562;1587;771.36
596;1562;1587;771.36
596;1562;1555;258.04
4296;1562;1519;505.27
4296;1562;1517;380.96
4296;1562;1515;665.57
4296;1562;1512;652.92
240;1562;1509;795.7
596;1562;1509;795.7
4296;1562;1508;721.49
4296;1562;1506;707.26
4296;1562;1501;594.2
4296;1562;1489;805.61
4296;1562;1486;1094.37
8745;1562;1386;832.38
2297;1562;1386;832.38
4296;1562;1367;900.24
4296;1562;1253;1538.53
4296;1562;1246;1016.4
4296;1562;1229;1204.1
4296;1562;1225;923.35
4296;1562;1222;653.23
2822;1562;1218;731.11
2439;1562;1218;731.11
240;1562;1190;804.12
596;1562;1190;804.12
1463;1562;1190;804.12
4296;1562;1075;2097.61
4296;1562;1066;1712.84
4296;1562;1056;2965.69
4296;1562;1054;2890
4296;1562;1051;2742.83
3737;1562;737;1846.96
4296;1562;699;1737.74
4296;1562;691;1570.1
4296;1562;669;1005.97
4296;1562;668;1324.71
4296;1562;664;1723.77
4296;1562;645;1776.63
3737;1562;644;1828.17
3737;1562;609;1336.72
4296;1562;608;1343.45
4296;1562;599;1628.72
4296;1562;585;941.46
5039;1562;580;1045.66
4296;1562;548;1184.07
4296;1562;535;1677.26
4296;1562;523;1333.49
3026;1562;521;1531.38
4296;1562;517;1431.81
3026;1562;517;1431.81
24;1562;507;1186.06
1355;1562;507;1186.06
1355;1562;502;1147.93
2297;1562;502;1147.93
4296;1562;494;1212.12
2297;1562;492;1212.34
4296;1562;491;1445.52
2297;1562;490;1301.03
3026;1562;478;1419.31
4296;1562;364;1125.66
4296;1562;355;735.97
240;1562;351;1009.8
596;1562;351;1009.8
3320;1562;346;530.25
2548;1562;344;835.14
2297;1562;337;994.28
4296;1562;304;876.73
2420;1563;1678;455.74
4559;1563;1678;455.74
596;1563;1665;482.85
2420;1563;1665;482.85
214;1563;1613;632.58
2350;1563;1613;632.58
3661;1563;1613;632.58
3463;1563;1613;632.58
491;1563;1613;632.58
596;1563;1555;238.84
2822;1563;1519;537.49
2439;1563;1519;537.49
2822;1563;1512;646.08
20577;1563;1512;646.08
2439;1563;1512;646.08
2822;1563;1509;776.67
20577;1563;1509;776.67
2439;1563;1509;776.67
2822;1563;1501;543.68
2439;1563;1501;543.68
20577;1563;1418;1064.48
2822;1563;1386;870.05
2439;1563;1386;870.05
137;1563;1382;879.3
596;1563;1382;879.3
1203;1563;1335;528.09
137;1563;1335;528.09
20577;1563;1264;954.16
2822;1563;1229;1270.84
2439;1563;1229;1270.84
2822;1563;1218;797.51
2439;1563;1218;797.51
2822;1563;609;1316.98
2439;1563;609;1316.98
596;1563;580;1058.28
3090;1563;580;1058.28
137;1563;503;1193.05
1355;1563;503;1193.05
1792;1563;503;1193.05
2822;1563;502;1180.32
2439;1563;502;1180.32
2421;1563;469;1355.45
2822;1563;351;984.94
2439;1563;351;984.94
214;1563;350;563.56
3463;1563;350;563.56
807;1563;346;507.2
3320;1563;346;507.2
214;1563;345;895.44
2350;1563;345;895.44
3463;1563;345;895.44
3320;1563;340;720.19
1531;1563;302;936.13
5461;1567;1657;1099.52
4296;1567;1519;516.15
4296;1567;1515;576.47
4296;1567;548;1340.38
4296;1567;304;1021.92
83;1569;2985;1920.67
130;1569;2985;1920.67
83;1569;1742;661.36
83;1569;1741;574.42
3539;1569;1741;574.42
19582;1569;1739;481.76
83;1569;1737;742.35
83;1569;1701;1292.26
4951;1569;1701;1292.26
83;1569;1678;469.92
4559;1569;1678;469.92
83;1569;1646;404.69
83;1569;1613;263.6
491;1569;1613;263.6
83;1569;1587;431.34
137;1569;1382;943.6
83;1569;1382;943.6
83;1569;1190;680.99
83;1569;679;811.84
3210;1569;679;811.84
83;1569;609;1052.05
4319;1569;609;1052.05
83;1569;580;974.38
2297;1569;548;1209.46
5461;1569;492;1246.48
2350;1569;421;1710.85
83;1569;346;310.91
3320;1569;346;310.91
83;1569;340;608.19
3320;1569;340;608.19
5461;1569;304;875.47
83;1569;302;898.27
1531;1569;302;898.27
1946;1579;2985;1745.82
130;1579;2985;1745.82
5234;1579;2975;3181.6
1946;1579;2948;1528.4
130;1579;2948;1528.4
1946;1582;1587;279.43
5097;1582;1587;279.43
5097;1582;1382;1127.56
4296;1582;548;1276.42
5067;1584;4029;1600.61
5067;1584;2948;1424.16
4805;1587;4363;2220.5
1946;1587;4274;2063.79
5234;1587;4274;2063.79
5097;1587;4091;3193.64
4329;1587;4078;4468
1946;1587;3998;1480.09
5097;1587;3998;1480.09
1946;1587;3964;2587
1048;1587;3964;2587
19610;1587;3959;900.87
333;1587;3953;991.96
1946;1587;3953;991.96
96;1587;3941;1555.55
3163;1587;3930;8236.14
1946;1587;3930;8236.14
1946;1587;2993;2470.44
1946;1587;2992;2827.63
1946;1587;2985;1669.97
130;1587;2985;1669.97
1946;1587;2983;4283.49
1946;1587;2975;3106.18
5234;1587;2975;3106.18
1946;1587;2973;2812.13
1946;1587;2968;3171.31
5234;1587;2968;3171.31
1946;1587;2964;1892.34
1287;1587;2960;1941.46
1478;1587;2954;1030.15
1946;1587;2954;1030.15
1946;1587;2948;1478.18
130;1587;2948;1478.18
1946;1587;2939;1181.23
5282;1587;2939;1181.23
5097;1587;2939;1181.23
197;1587;2922;2963.16
1946;1587;2922;2963.16
1946;1587;2908;4699.91
2183;1587;2188;4463.57
4089;1587;2188;4463.57
1946;1587;1746;529.78
5097;1587;1746;529.78
1946;1587;1745;303.63
5097;1587;1745;303.63
19582;1587;1739;742.29
4951;1587;1701;1516.35
5097;1587;1688;1974.7
4559;1587;1678;510.63
1946;1587;1678;510.63
5097;1587;1678;510.63
4559;1587;1665;740.82
1946;1587;1657;1080.59
5097;1587;1657;1080.59
5179;1587;1657;1080.59
1946;1587;1652;786.16
5179;1587;1652;786.16
4869;1587;1638;2228.55
491;1587;1613;277.91
242;1587;1606;1583.8
1946;1587;1606;1583.8
2150;1587;1590;2634.5
1946;1587;1590;2634.5
5097;1587;1590;2634.5
5461;1587;1590;2634.5
1946;1587;1582;279.43
5097;1587;1582;279.43
83;1587;1569;431.34
240;1587;1562;771.36
596;1587;1562;771.36
5461;1587;1561;1024.59
596;1587;1555;935.97
2822;1587;1555;935.97
1946;1587;1555;935.97
5097;1587;1555;935.97
2297;1587;1555;935.97
2439;1587;1555;935.97
5461;1587;1555;935.97
240;1587;1551;530.42
596;1587;1551;530.42
5461;1587;1539;518.42
596;1587;1529;637.37
5461;1587;1525;597.81
1946;1587;1524;645.64
5097;1587;1524;645.64
2297;1587;1524;645.64
5461;1587;1501;1015.11
1946;1587;1489;471.57
5097;1587;1489;471.57
1946;1587;1472;1883.57
5097;1587;1472;1883.57
1946;1587;1452;1863.53
5097;1587;1452;1863.53
1946;1587;1435;510.87
5097;1587;1435;510.87
4559;1587;1423;565.83
20577;1587;1418;1208.91
8745;1587;1386;872.02
137;1587;1382;852.33
596;1587;1382;852.33
1946;1587;1382;852.33
5097;1587;1382;852.33
2297;1587;1382;852.33
1946;1587;1354;893.43
5097;1587;1354;893.43
137;1587;1353;1009.74
1203;1587;1335;838.44
137;1587;1335;838.44
1946;1587;1246;1651.08
5097;1587;1246;1651.08
1946;1587;1230;2116.04
2822;1587;1229;1750.32
1946;1587;1229;1750.32
5097;1587;1229;1750.32
90;1587;1229;1750.32
2822;1587;1218;1357.96
1946;1587;1218;1357.96
5097;1587;1218;1357.96
90;1587;1218;1357.96
2439;1587;1218;1357.96
5097;1587;1206;745.83
1548;1587;1194;1080.13
1946;1587;1194;1080.13
5097;1587;1056;3572.99
5097;1587;1054;3511.62
3737;1587;737;1087.05
3163;1587;737;1087.05
1946;1587;737;1087.05
5097;1587;737;1087.05
4319;1587;737;1087.05
3210;1587;679;520.99
1946;1587;679;520.99
5097;1587;679;520.99
3737;1587;644;1132.35
4319;1587;644;1132.35
3737;1587;636;1267.65
3737;1587;609;622.78
1946;1587;609;622.78
5097;1587;609;622.78
4319;1587;609;622.78
837;1587;599;1454.68
4296;1587;599;1454.68
5039;1587;591;716.6
3090;1587;580;704.97
1946;1587;580;704.97
5097;1587;580;704.97
2297;1587;580;704.97
4296;1587;548;999.71
2297;1587;548;999.71
3026;1587;535;1341.22
2297;1587;535;1341.22
3026;1587;523;1119.1
3026;1587;521;1205.96
3026;1587;517;1164.74
24;1587;507;1044.22
1355;1587;507;1044.22
2297;1587;502;1024.25
5461;1587;492;1040.82
2297;1587;490;1200.42
3026;1587;478;1191.67
2297;1587;478;1191.67
2350;1587;421;1319.76
3737;1587;421;1319.76
1946;1587;421;1319.76
1946;1587;351;281.62
5097;1587;351;281.62
3320;1587;346;264.55
2548;1587;345;543.8
1946;1587;345;543.8
5097;1587;345;543.8
2548;1587;344;510.47
2548;1587;342;489.76
1946;1587;342;489.76
5097;1587;342;489.76
2220;1587;340;406.04
3320;1587;340;406.04
1946;1587;340;406.04
5097;1587;340;406.04
1946;1587;302;696.54
5097;1587;302;696.54
1531;1587;302;696.54
5209;1587;302;696.54
4296;1588;548;1199.8
3926;1590;4317;1106.3
4951;1590;4317;1106.3
2150;1590;4029;2612.25
5067;1590;4029;2612.25
2954;1590;3973;1396.41
2538;1590;3973;1396.41
231;1590;3973;1396.41
5461;1590;3959;2626.92
333;1590;3953;2894.02
96;1590;3941;1193.62
2150;1590;3941;1193.62
3163;1590;3930;8038.57
2150;1590;3885;6945.29
4940;1590;3885;6945.29
2009;1590;3797;9116.6
2150;1590;3797;9116.6
24;1590;3752;9267.15
5265;1590;3752;9267.15
2150;1590;3494;9139.8
5209;1590;3494;9139.8
2150;1590;3484;12165.98
751;1590;3364;7140.16
2150;1590;3364;7140.16
2150;1590;3077;7725.51
2150;1590;2997;4046.55
5067;1590;2988;2628.41
130;1590;2985;2671.47
5281;1590;2983;3212.11
5234;1590;2975;3392.73
130;1590;2964;1773.55
1287;1590;2962;1533.72
1287;1590;2960;1494.65
1478;1590;2954;2492.25
2150;1590;2948;3108.75
130;1590;2948;3108.75
5282;1590;2947;1642.72
13757;1590;2945;2176.67
5282;1590;2941;1817.57
5282;1590;2940;1802.05
2150;1590;2939;2064.93
5282;1590;2939;2064.93
197;1590;2922;1649.2
231;1590;2170;109.31
4259;1590;2170;109.31
19582;1590;1739;1902.08
4951;1590;1701;1134.31
4559;1590;1678;2809.22
2150;1590;1678;2809.22
4559;1590;1665;2918.4
2150;1590;1665;2918.4
2297;1590;1665;2918.4
2150;1590;1657;1591.54
5179;1590;1657;1591.54
5461;1590;1657;1591.54
5179;1590;1655;1795.68
5461;1590;1652;1899.43
3661;1590;1613;2361.2
2150;1590;1613;2361.2
491;1590;1613;2361.2
2954;1590;1594;272.52
231;1590;1594;272.52
2150;1590;1587;2634.5
1946;1590;1587;2634.5
5097;1590;1587;2634.5
5461;1590;1587;2634.5
3463;1590;1561;2082.33
2954;1590;1555;2278.92
596;1590;1555;2278.92
2150;1590;1555;2278.92
2297;1590;1555;2278.92
2150;1590;1551;2448.95
3463;1590;1524;2705.82
2150;1590;1524;2705.82
2297;1590;1524;2705.82
2150;1590;1489;2164.97
5461;1590;1489;2164.97
96;1590;1452;970.82
2297;1590;1423;2883.54
8745;1590;1386;3283.14
137;1590;1382;3284.07
231;1590;1382;3284.07
2150;1590;1382;3284.07
2954;1590;1354;2735.07
137;1590;1354;2735.07
137;1590;1353;2880.99
2150;1590;1353;2880.99
2822;1590;1229;3543.67
2150;1590;1229;3543.67
2822;1590;1218;3081.53
231;1590;1218;3081.53
2150;1590;1218;3081.53
2439;1590;1218;3081.53
1942;1590;1197;339.24
231;1590;1197;339.24
2150;1590;1197;339.24
1548;1590;1194;1559.09
2150;1590;1194;1559.09
442;1590;1128;392.47
2220;1590;1107;2592.69
2150;1590;813;6503.97
3737;1590;737;3320.37
3210;1590;679;2508.16
2150;1590;679;2508.16
5461;1590;679;2508.16
5461;1590;671;2430.16
3737;1590;609;3143.35
4319;1590;609;3143.35
5039;1590;580;3311.83
231;1590;580;3311.83
3090;1590;580;3311.83
2150;1590;580;3311.83
1355;1590;507;3588.53
2150;1590;507;3588.53
2297;1590;502;3557.06
2150;1590;492;3600.61
2297;1590;492;3600.61
2297;1590;478;3784.88
2350;1590;421;3230.7
214;1590;351;2870.72
3320;1590;351;2870.72
214;1590;346;2654.88
3320;1590;346;2654.88
2150;1590;346;2654.88
214;1590;345;3135.14
2548;1590;344;3087.84
3320;1590;340;2952.87
2150;1590;340;2952.87
2954;1590;337;2845.38
2150;1590;337;2845.38
2297;1590;337;2845.38
2150;1590;302;3250.82
1531;1590;302;3250.82
330;1590;193;9294.68
2150;1590;193;9294.68
330;1590;146;8802.47
2954;1594;1605;284.42
231;1594;1605;284.42
231;1594;1596;361.24
2954;1594;1590;272.52
231;1594;1590;272.52
231;1596;1605;81.03
231;1596;1594;361.24
4897;1602;1382;3452.61
231;1605;1596;81.03
2954;1605;1594;284.42
231;1605;1594;284.42
5039;1606;7447;364.25
242;1606;4317;1406.7
4951;1606;4317;1406.7
242;1606;4029;2808.25
4296;1606;3956;2247.99
333;1606;3953;2447.45
242;1606;3941;872.51
242;1606;2985;2827.05
130;1606;2985;2827.05
242;1606;2948;2894.08
242;1606;1701;1370.37
4951;1606;1701;1370.37
242;1606;1678;1380.31
4559;1606;1678;1380.31
242;1606;1665;1349.02
214;1606;1613;1373.17
3661;1606;1613;1373.17
242;1606;1613;1373.17
491;1606;1613;1373.17
242;1606;1587;1583.8
1946;1606;1587;1583.8
4296;1606;1562;937.3
596;1606;1555;688.57
3463;1606;1555;688.57
242;1606;1555;688.57
4296;1606;1539;1105.37
4296;1606;1538;1001.96
3463;1606;1529;1152.14
242;1606;1529;1152.14
4296;1606;1526;1187.31
4296;1606;1525;1162.58
4296;1606;1515;288.88
3463;1606;1509;186.49
242;1606;1509;186.49
3320;1606;1509;186.49
4296;1606;1501;619.87
242;1606;1489;1346.02
5461;1606;1489;1346.02
8745;1606;1418;1829.59
137;1606;1386;1737.95
242;1606;1386;1737.95
8745;1606;1386;1737.95
137;1606;1382;1755.35
242;1606;1382;1755.35
4296;1606;1353;1155.54
242;1606;1353;1155.54
137;1606;1335;1350.54
242;1606;1335;1350.54
137;1606;1273;1412.63
4296;1606;1229;1654.92
4296;1606;1222;1214.87
2822;1606;1218;1234.15
2439;1606;1218;1234.15
2183;1606;1197;1736.78
242;1606;1197;1736.78
2183;1606;1157;375.23
242;1606;1157;375.23
3258;1606;1157;375.23
242;1606;1154;678.04
4319;1606;737;2657.32
4296;1606;699;2555.89
4296;1606;691;2444.59
4296;1606;680;1705.96
4296;1606;669;1637.97
4296;1606;657;2628.97
3737;1606;644;2709.02
3329;1606;629;1670.63
3737;1606;609;2201.5
4296;1606;608;2247.36
4296;1606;599;2531.88
4296;1606;585;1878.61
5039;1606;580;1982.75
242;1606;580;1982.75
242;1606;552;2186.6
4296;1606;548;2108.01
242;1606;547;2137.21
4296;1606;537;2620.59
4296;1606;535;2609.21
242;1606;534;2644.67
220;1606;523;2256.47
242;1606;521;2464.2
2297;1606;521;2464.2
4296;1606;517;2359.78
242;1606;507;2102.45
1355;1606;502;2062.87
242;1606;502;2062.87
8745;1606;502;2062.87
2297;1606;502;2062.87
4296;1606;494;2110.49
4296;1606;492;2132.91
4296;1606;491;2365.04
4296;1606;490;2201.19
242;1606;490;2201.19
242;1606;488;2233.24
242;1606;478;2341.63
4897;1606;478;2341.63
5013;1606;478;2341.63
2297;1606;478;2341.63
4296;1606;469;2242.8
242;1606;469;2242.8
2297;1606;465;2623.44
242;1606;351;1859.46
242;1606;346;1406.84
3320;1606;346;1406.84
242;1606;345;1822.38
3320;1606;345;1822.38
242;1606;342;2006.71
242;1606;340;1646.58
3320;1606;340;1646.58
242;1606;302;1853.53
1531;1606;302;1853.53
5085;1606;287;396.27
242;1606;210;1013.19
214;1609;3998;1316.83
3661;1609;3998;1316.83
3661;1609;1688;1689.52
4573;1609;1688;1689.52
2916;1609;1678;522.76
491;1609;1613;150.59
214;1609;1452;1528.03
3661;1609;1452;1528.03
214;1609;1056;3482.47
3661;1609;1056;3482.47
214;1609;351;638.08
3320;1609;350;500.81
491;1609;350;500.81
3320;1609;346;312.66
491;1609;346;312.66
3320;1609;345;790.6
491;1609;345;790.6
3320;1609;340;608.24
491;1609;340;608.24
214;1610;3998;1102.14
3661;1610;3998;1102.14
491;1610;1613;402.33
5039;1610;585;635.17
5039;1610;580;733.04
2297;1610;502;941.44
3320;1610;340;369.52
491;1610;340;369.52
214;1611;3998;1328.87
3661;1611;3998;1328.87
4573;1611;1688;1847.11
491;1611;1613;177.17
4573;1611;1612;100.68
214;1611;1452;1694.94
3661;1611;1452;1694.94
4296;1611;548;1073.4
3320;1611;345;631.65
491;1611;345;631.65
3320;1611;340;454.87
491;1611;340;454.87
214;1612;3998;1231.29
3661;1612;3998;1231.29
4951;1612;1701;1463.09
3661;1612;1688;1891
4573;1612;1688;1891
2916;1612;1678;335.79
214;1612;1613;267.82
3661;1612;1613;267.82
491;1612;1613;267.82
214;1612;1452;1711.18
3661;1612;1452;1711.18
214;1612;1322;672.23
3661;1612;1322;672.23
3661;1612;1130;2916.38
214;1612;1056;3362.39
3661;1612;1056;3362.39
214;1612;1055;3097.48
3661;1612;1055;3097.48
214;1612;1054;3295.94
3661;1612;1054;3295.94
4296;1612;548;1020.58
214;1612;502;1021.97
1355;1612;502;1021.97
214;1612;351;530.36
2350;1612;351;530.36
214;1612;345;594.32
2350;1612;345;594.32
2548;1612;344;544.81
491;1612;344;544.81
214;1612;342;682.72
2350;1612;342;682.72
3320;1612;340;408.54
491;1612;340;408.54
2297;1612;337;511.33
491;1613;6105;1447.79
5282;1613;6105;1447.79
2922;1613;4330;3160.97
491;1613;4330;3160.97
491;1613;4322;234.24
3926;1613;4317;1286.95
4951;1613;4317;1286.95
3661;1613;4197;2959.89
214;1613;4091;3264.72
3661;1613;4091;3264.72
491;1613;4091;3264.72
4869;1613;4091;3264.72
3661;1613;4029;1668.08
491;1613;4029;1668.08
4329;1613;4029;1668.08
5209;1613;4029;1668.08
5067;1613;4029;1668.08
214;1613;3998;1457.68
3661;1613;3998;1457.68
491;1613;3998;1457.68
491;1613;3989;2594.39
2538;1613;3973;2332.46
491;1613;3973;2332.46
491;1613;3964;2374.47
1048;1613;3964;2374.47
5209;1613;3964;2374.47
491;1613;3959;943.14
333;1613;3953;1099.02
491;1613;3953;1099.02
96;1613;3941;1278.83
491;1613;3941;1278.83
2091;1613;3885;8450.63
491;1613;3885;8450.63
4940;1613;3885;8450.63
491;1613;3830;7566.09
5209;1613;3830;7566.09
491;1613;3797;6804.71
5209;1613;3797;6804.71
491;1613;3714;7164.96
5209;1613;3714;7164.96
751;1613;3364;7451.58
491;1613;3364;7451.58
218;1613;3093;5545.74
491;1613;3093;5545.74
491;1613;2988;1637.46
5067;1613;2988;1637.46
130;1613;2985;1662.46
491;1613;2964;1738.92
491;1613;2960;1754.31
1478;1613;2954;1025.11
491;1613;2954;1025.11
491;1613;2948;1571.94
130;1613;2948;1571.94
5209;1613;2948;1571.94
491;1613;2947;1079.08
5282;1613;2947;1079.08
491;1613;2945;571.19
5282;1613;2945;571.19
491;1613;2941;1369.38
16120;1613;2941;1369.38
491;1613;2939;1067.61
5282;1613;2939;1067.61
197;1613;2922;2771.58
491;1613;2922;2771.58
1006;1613;2910;3879.65
491;1613;2910;3879.65
324;1613;2279;9153.6
491;1613;2279;9153.6
1756;1613;2276;8967.61
2183;1613;2188;4222.69
491;1613;2188;4222.69
214;1613;2170;2448.44
491;1613;2170;2448.44
4259;1613;2170;2448.44
491;1613;1746;350.32
491;1613;1742;707.47
491;1613;1741;672.93
3539;1613;1741;672.93
19582;1613;1739;464.63
491;1613;1739;464.63
491;1613;1737;790.13
491;1613;1735;936.45
491;1613;1715;1612.25
4573;1613;1706;1385.82
491;1613;1701;1250.68
28;1613;1701;1250.68
4951;1613;1701;1250.68
3661;1613;1688;1701.85
491;1613;1688;1701.85
3926;1613;1688;1701.85
4573;1613;1688;1701.85
3926;1613;1682;1578.09
4951;1613;1682;1578.09
106;1613;1679;527.92
214;1613;1678;603.19
3661;1613;1678;603.19
3163;1613;1678;603.19
4559;1613;1678;603.19
491;1613;1678;603.19
4259;1613;1678;603.19
18543;1613;1676;693.78
4559;1613;1665;816.88
491;1613;1665;816.88
491;1613;1658;626.36
5179;1613;1658;626.36
491;1613;1657;828.85
5179;1613;1657;828.85
491;1613;1655;833.56
5179;1613;1655;833.56
491;1613;1652;554.79
5179;1613;1652;554.79
491;1613;1646;495.56
491;1613;1638;2304.9
4869;1613;1638;2304.9
214;1613;1612;267.82
3661;1613;1612;267.82
491;1613;1612;267.82
491;1613;1611;177.17
491;1613;1610;402.33
491;1613;1609;150.59
214;1613;1606;1373.17
3661;1613;1606;1373.17
242;1613;1606;1373.17
491;1613;1606;1373.17
3661;1613;1590;2361.2
2150;1613;1590;2361.2
491;1613;1590;2361.2
491;1613;1587;277.91
83;1613;1569;263.6
491;1613;1569;263.6
214;1613;1563;632.58
2350;1613;1563;632.58
3661;1613;1563;632.58
3463;1613;1563;632.58
491;1613;1563;632.58
491;1613;1561;823.24
214;1613;1555;779.67
596;1613;1555;779.67
3661;1613;1555;779.67
3463;1613;1555;779.67
491;1613;1555;779.67
491;1613;1551;432.24
491;1613;1538;567.58
596;1613;1529;629.08
214;1613;1524;656.34
3661;1613;1524;656.34
3463;1613;1524;656.34
491;1613;1524;656.34
4259;1613;1524;656.34
214;1613;1520;976.68
3661;1613;1520;976.68
3463;1613;1520;976.68
491;1613;1520;976.68
491;1613;1512;1139.75
240;1613;1509;1189.72
596;1613;1509;1189.72
491;1613;1509;1189.72
491;1613;1508;1023.83
491;1613;1489;214.88
214;1613;1488;1203.71
3661;1613;1488;1203.71
214;1613;1486;984.93
3661;1613;1486;984.93
491;1613;1486;984.93
214;1613;1479;1492.06
3661;1613;1479;1492.06
491;1613;1479;1492.06
214;1613;1474;1531.32
3661;1613;1474;1531.32
491;1613;1474;1531.32
214;1613;1472;1606.16
3661;1613;1472;1606.16
491;1613;1472;1606.16
214;1613;1470;1075.39
3661;1613;1470;1075.39
214;1613;1468;1384.37
3661;1613;1468;1384.37
214;1613;1460;983
3661;1613;1460;983
214;1613;1456;1305.6
3661;1613;1456;1305.6
96;1613;1452;1587.22
214;1613;1452;1587.22
3661;1613;1452;1587.22
491;1613;1452;1587.22
214;1613;1448;1107.21
3661;1613;1448;1107.21
4559;1613;1423;676.65
491;1613;1423;676.65
214;1613;1382;1035.04
137;1613;1382;1035.04
3661;1613;1382;1035.04
491;1613;1382;1035.04
214;1613;1354;876.06
3661;1613;1354;876.06
491;1613;1354;876.06
137;1613;1335;910.92
491;1613;1335;910.92
214;1613;1246;1664.77
3661;1613;1246;1664.77
214;1613;1230;2135.37
3661;1613;1230;2135.37
214;1613;1229;1805.87
3661;1613;1229;1805.87
2822;1613;1229;1805.87
214;1613;1218;1369.62
751;1613;1218;1369.62
3661;1613;1218;1369.62
2822;1613;1218;1369.62
491;1613;1218;1369.62
2439;1613;1218;1369.62
491;1613;1208;265.96
1925;1613;1208;265.96
491;1613;1206;508.73
1925;1613;1206;508.73
491;1613;1200;631.06
1925;1613;1200;631.06
214;1613;1197;2036.33
3661;1613;1197;2036.33
491;1613;1197;2036.33
491;1613;1196;1027.52
1548;1613;1194;804.09
491;1613;1194;804.09
491;1613;1190;784.76
3661;1613;1130;2763.98
491;1613;1130;2763.98
2143;1613;1128;2365.27
491;1613;1128;2365.27
214;1613;1056;3613.21
3661;1613;1056;3613.21
491;1613;1056;3613.21
214;1613;1055;3343.6
3661;1613;1055;3343.6
214;1613;1054;3543.92
3661;1613;1054;3543.92
491;1613;1054;3543.92
214;1613;737;1286.28
2350;1613;737;1286.28
3661;1613;737;1286.28
491;1613;737;1286.28
3210;1613;679;548.9
491;1613;679;548.9
3210;1613;669;320.34
491;1613;669;320.34
3737;1613;644;1381.88
491;1613;644;1381.88
3329;1613;629;775.9
491;1613;629;775.9
214;1613;609;876.6
2350;1613;609;876.6
3661;1613;609;876.6
491;1613;609;876.6
4259;1613;609;876.6
837;1613;599;1702.36
5039;1613;591;964.7
3090;1613;580;959.43
491;1613;580;959.43
24;1613;507;1275
214;1613;507;1275
1355;1613;507;1275
491;1613;507;1275
2297;1613;502;1250.32
3026;1613;478;1443.11
214;1613;421;1460.15
2350;1613;421;1460.15
2547;1613;353;775.93
2548;1613;352;687.37
214;1613;352;687.37
491;1613;352;687.37
2548;1613;351;546.68
214;1613;351;546.68
2660;1613;351;546.68
3320;1613;351;546.68
491;1613;351;546.68
2548;1613;350;546.02
3320;1613;350;546.02
491;1613;350;546.02
3320;1613;348;482.11
491;1613;348;482.11
214;1613;347;430.65
214;1613;346;355.27
3661;1613;346;355.27
3320;1613;346;355.27
491;1613;346;355.27
4259;1613;346;355.27
214;1613;345;787.79
3320;1613;345;787.79
491;1613;345;787.79
2548;1613;344;745.95
3320;1613;344;745.95
491;1613;344;745.95
2548;1613;342;767.43
214;1613;342;767.43
3320;1613;342;767.43
491;1613;342;767.43
214;1613;340;620.28
2220;1613;340;620.28
3661;1613;340;620.28
3320;1613;340;620.28
491;1613;340;620.28
491;1613;302;924.84
1531;1613;302;924.84
4870;1613;287;1354.48
794;1613;210;1672.72
330;1613;193;6947.94
3320;1613;193;6947.94
491;1613;193;6947.94
4304;1617;1633;97.46
4429;1617;1633;97.46
4869;1617;1633;97.46
4429;1625;5793;24.09
4429;1625;1633;509.07
4429;1625;1629;357.01
4429;1625;1628;233.22
4296;1626;4198;1965.09
214;1626;3998;975.26
4296;1626;3986;1919.28
2297;1626;1665;1551.53
4296;1626;1638;221.66
4304;1626;1638;221.66
4869;1626;1638;221.66
5265;1626;1638;221.66
4296;1626;1636;474.77
2297;1626;1423;1727.97
8745;1626;1386;1547.89
2297;1626;1386;1547.89
21;1626;1382;1581.18
4296;1626;1367;1602.95
2684;1626;1230;310.76
3329;1626;1226;172.13
5039;1626;1102;2691.8
3737;1626;737;3119.59
3737;1626;644;2901.46
3329;1626;629;1804.7
3737;1626;609;2584.1
4296;1626;608;2446.69
837;1626;603;1745.89
4296;1626;603;1745.89
4296;1626;601;1690.76
4296;1626;600;1879.79
837;1626;599;1828.97
