Airline ID;Source airport ID;Destination airport ID;Distance
2091;156;2276;9591.22
1756;156;2276;9591.22
330;156;2006;11360.23
345;156;2006;11360.23
1317;156;1852;4475.33
5416;156;1852;4475.33
5416;156;1840;3126.68
330;156;1836;3546.5
1317;156;1836;3546.5
5416;156;1836;3546.5
330;156;1824;3944.5
2009;156;580;7706.89
3090;156;580;7706.89
24;156;507;7578.22
330;156;507;7578.22
2350;156;507;7578.22
1355;156;507;7578.22
2822;156;507;7578.22
3320;156;507;7578.22
1317;156;502;7618.31
1317;156;478;7337.06
330;156;346;8339.96
3320;156;346;8339.96
330;156;340;8062.09
1868;156;340;8062.09
3320;156;340;8062.09
3856;156;200;341.89
330;156;198;750.8
330;156;193;3345.35
3952;156;193;3345.35
5416;156;193;3345.35
3856;156;184;63.34
330;156;184;63.34
5416;156;184;63.34
330;156;181;261.26
330;156;179;683.02
2692;156;179;683.02
330;156;178;686.34
1317;156;178;686.34
5416;156;178;686.34
341;156;176;1483.25
330;156;176;1483.25
330;156;173;693.25
2692;156;173;693.25
5416;156;173;693.25
330;156;172;523.25
5416;156;172;523.25
330;156;168;800.22
5416;156;168;800.22
330;156;166;1204.58
5416;156;166;1204.58
3856;156;164;537.36
330;156;164;537.36
3856;156;162;341.76
330;156;162;341.76
330;156;160;1863.8
5416;156;160;1863.8
330;156;146;3681.97
5416;156;146;3681.97
330;156;127;428.68
330;156;120;1332.26
5416;156;120;1332.26
3856;156;119;135.85
330;156;108;754.55
2692;156;108;754.55
330;156;100;3551.8
330;156;90;1150.53
341;156;87;287.17
330;156;87;287.17
5416;156;87;287.17
330;156;78;257.96
330;156;49;808.97
2987;156;49;808.97
5416;156;49;808.97
330;156;34;403.07
330;156;33;52.24
3856;156;30;172.41
330;156;30;172.41
502;160;5529;1400
1434;160;5527;275.65
1434;160;5524;522.9
502;160;5524;522.9
502;160;5497;736.35
5416;160;3877;2107.44
2009;160;3858;635.39
330;160;3830;1137.79
5209;160;3830;1137.79
330;160;3751;1259.94
5209;160;3751;1259.94
330;160;193;1503.94
5416;160;193;1503.94
1623;160;187;1002.78
502;160;187;1002.78
330;160;178;1191.37
5416;160;178;1191.37
5416;160;174;1445.15
330;160;166;706.89
5416;160;166;706.89
330;160;156;1863.8
5416;160;156;1863.8
330;160;146;1818.27
3090;160;146;1818.27
5416;160;146;1818.27
502;160;141;656.36
1623;160;132;1467.68
2354;160;132;1467.68
502;160;132;1467.68
330;160;121;600.34
5416;160;121;600.34
330;160;120;531.81
5416;160;120;531.81
1434;160;115;206.68
330;160;100;1688.43
5416;160;100;1688.43
1434;160;58;609.9
502;160;58;609.9
330;160;49;1186.79
3090;160;49;1186.79
5416;160;49;1186.79
330;161;202;302.89
11838;161;202;302.89
11838;161;192;488.79
330;161;188;431.75
3856;162;156;341.76
330;162;156;341.76
330;162;127;98.66
330;164;178;208.68
3856;164;156;537.36
330;164;156;537.36
3856;164;87;260.98
5416;166;3877;1908.96
2009;166;3858;1277.85
5209;166;3830;1810.06
330;166;3751;1377.42
5209;166;3751;1377.42
330;166;193;2209.79
5416;166;193;2209.79
330;166;178;518.33
5416;166;178;518.33
330;166;160;706.89
5416;166;160;706.89
330;166;156;1204.58
5416;166;156;1204.58
330;166;49;479.93
5416;166;49;479.93
330;167;178;262.85
5416;168;178;720.78
330;168;156;800.22
5416;168;156;800.22
1434;169;5527;170.24
1434;169;5479;196.66
1434;169;121;269.47
1434;169;67;67.7
1623;170;152;172.23
2354;170;152;172.23
1623;170;55;297.32
2354;170;55;297.32
5416;172;178;661.75
330;172;156;523.25
5416;172;156;523.25
2692;173;179;97.98
330;173;156;693.25
2692;173;156;693.25
5416;173;156;693.25
330;174;3830;565.53
5209;174;3830;565.53
330;174;193;142.32
5416;174;178;2619.78
5416;174;160;1445.15
330;174;100;505.74
5416;175;178;638.52
5416;175;49;774.81
341;176;196;1103.64
341;176;178;1677.84
341;176;156;1483.25
330;176;156;1483.25
341;176;87;1545.65
330;177;193;299.15
1434;177;133;109.27
5416;178;3878;3710.95
24;178;3877;1674.03
330;178;3877;1674.03
2009;178;3877;1674.03
5416;178;3877;1674.03
2009;178;3858;1687.93
5416;178;3839;1932.33
24;178;3830;2224.16
330;178;3830;2224.16
2009;178;3830;2224.16
5209;178;3830;2224.16
5416;178;3830;2224.16
24;178;3797;3276.97
2009;178;3797;3276.97
5416;178;3797;3276.97
330;178;3751;1445.19
5209;178;3751;1445.19
24;178;3731;2059.96
5416;178;3731;2059.96
330;178;3720;881.63
5209;178;3720;881.63
24;178;3670;2451.08
2009;178;3670;2451.08
5265;178;3670;2451.08
5416;178;3670;2451.08
439;178;3577;725.64
330;178;3550;2812.41
5209;178;3550;2812.41
2009;178;3536;1158.77
330;178;3494;3246.55
24;178;3484;1941.95
330;178;3484;1941.95
2009;178;3484;1941.95
5416;178;3484;1941.95
330;178;3469;1638.36
5209;178;3469;1638.36
5416;178;3469;1638.36
24;178;3462;1972.52
5265;178;3462;1972.52
5416;178;3462;1972.52
330;178;2279;7945.35
324;178;2279;7945.35
330;178;1923;4190.43
330;178;1852;4090.82
5416;178;1852;4090.82
330;178;1840;3131.09
5416;178;1840;3131.09
330;178;1836;3469.24
5416;178;1836;3469.24
2009;178;580;7167.28
3090;178;580;7167.28
1317;178;580;7167.28
1317;178;534;6476.37
24;178;507;7014.63
330;178;507;7014.63
2350;178;507;7014.63
1355;178;507;7014.63
2822;178;507;7014.63
3320;178;507;7014.63
1317;178;502;7054.22
1317;178;478;6775.96
330;178;340;7528.09
3320;178;340;7528.09
1317;178;340;7528.09
330;178;196;1262.13
330;178;193;2689.05
3090;178;193;2689.05
5416;178;193;2689.05
330;178;184;726.95
5416;178;184;726.95
5416;178;175;638.52
5416;178;174;2619.78
5416;178;172;661.75
5416;178;168;720.78
330;178;167;262.85
330;178;166;518.33
5416;178;166;518.33
330;178;164;208.68
330;178;160;1191.37
5416;178;160;1191.37
330;178;156;686.34
1317;178;156;686.34
5416;178;156;686.34
330;178;146;3005.39
5416;178;146;3005.39
330;178;122;556.16
5416;178;122;556.16
330;178;120;661.63
5416;178;120;661.63
5416;178;119;784.87
330;178;116;186.27
5416;178;113;2540.91
330;178;112;119.1
330;178;100;2878.41
5416;178;100;2878.41
330;178;90;642.5
5416;178;90;642.5
330;178;87;399.84
5416;178;87;399.84
5416;178;79;2649.18
330;178;78;452.58
5416;178;78;452.58
5416;178;73;3744.97
5416;178;70;2696.36
341;178;49;245.98
330;178;49;245.98
3090;178;49;245.98
1317;178;49;245.98
5416;178;49;245.98
330;178;34;326.91
5416;178;33;738.42
5416;178;31;1002.11
2692;179;173;97.98
330;179;156;683.02
2692;179;156;683.02
330;181;156;261.26
330;182;193;1327.86
5416;182;193;1327.86
330;182;146;826.43
330;182;73;159.56
2354;183;196;1218.18
1623;183;69;135.62
2354;183;69;135.62
1623;183;32;455.73
5416;184;3877;1551.66
439;184;3577;156.95
330;184;3469;1229.12
5209;184;3469;1229.12
330;184;193;3370.1
5416;184;193;3370.1
330;184;178;726.95
5416;184;178;726.95
3856;184;156;63.34
330;184;156;63.34
5416;184;156;63.34
5416;184;87;327.55
5416;184;49;861.25
1623;187;160;1002.78
502;187;160;1002.78
1623;187;141;398.47
502;187;141;398.47
1623;187;132;464.93
502;187;132;464.93
1623;187;50;261.85
502;187;50;261.85
5399;188;5488;367.96
5399;188;5461;160.93
330;188;189;833.75
330;188;161;431.75
330;188;125;635.58
330;188;73;964.49
330;188;45;503.12
1317;189;3878;3254.56
5416;189;3878;3254.56
5209;189;3494;1865.96
477;189;1441;275.43
330;189;507;3715.61
3320;189;507;3715.61
330;189;193;2123.37
